,ID,admin,age,sex,zone,gang,family,other,risk
697,BVCB-0-191-2,1,32.0,1,22.0,-2.943115492,3.2320765760000003,-6.790298855,-3.6429106860000005
698,Southeast 2-20-143-1,1,16.0,2,20.0,,2.8139105069999997,1.274700699,1.378082923
699,Newton 2-23-131-1,1,18.0,2,13.0,,3.29174799,-1.773029945,-5.485774558999999
700,Newton 2-23-182-1,1,22.0,1,13.0,0.36740871,-1.332991098,0.8569989720000001,6.211548359
701,Southeast 2-20-126-1,2,25.0,2,20.0,,3.4508785410000002,,-3.22907676
702,Southeast 2-20-127-1,2,24.0,2,20.0,1.229117442,0.962373809,,-1.28062869
703,Southwest 1-15-260-2,2,20.0,1,22.0,-2.943115492,1.017746535,-6.790298855,-4.329781489
704,Newton 1-17-191-1,1,18.0,1,12.0,-8.583600888,2.670662693,-0.477116125,-1.276487411
705,Foothill-14-165-2,2,18.0,1,5.0,,2.80490494,1.5539977130000002,-4.907778024
706,Newton 1-17-157-1,1,16.0,1,12.0,3.7211932539999997,-7.420193599,,1.182024712
707,Southwest 1-15-269-1,2,26.0,2,22.0,-0.02222706,2.068344487,1.620153459,-0.46478095
708,Hollenbeck 3-20-141-2,1,25.0,1,9.0,-3.67140767,2.029933188,,-2.3780433469999998
709,SSSEARE-0-86-1,1,16.0,1,999.0,1.106027753,0.29809347,,3.1224930439999996
710,Newton 1-17-128-1,2,14.0,1,12.0,,2.4242598269999998,0.33818433700000006,-0.93305201
711,Newton 2-23-160-1,1,18.0,1,13.0,4.028236468,0.6842479840000001,-3.000180975,0.250695383
712,Devonshire-Topanga-11-115-1,1,19.0,1,4.0,-2.248001381,-5.852562165,2.462436999,3.2745327239999997
713,Devonshire-Topanga-11-103-1,1,17.0,1,4.0,,-2.778915238,4.693139264,8.248735037000001
714,77th 1-16-63-1,2,16.0,2,1.0,0.19760849100000002,,-0.314942108,-0.48074234
715,Newton 2-23-132-1,1,23.0,1,13.0,,3.139395033,0.473467541,-4.329781489
716,Newton 2-23-149-1,1,22.0,1,13.0,,-1.944220094,-3.57196318,-2.956039882
717,77th 2-13-1337-1,1,19.0,2,2.0,,-7.524822572000001,,0.45994105799999996
718,Southwest 2-23-55-2,1,15.0,1,23.0,,-3.563919167,,-2.3780433469999998
719,77th 3-20-137-2,1,16.0,1,3.0,,2.0000743819999998,-5.534556287000001,-2.615894552
720,Devonshire-Topanga-11-119-1,1,18.0,2,4.0,,-2.181260563,,4.73548545
721,Devonshire-Topanga-11-114-1,1,16.0,2,4.0,,-2.144227583,3.137939157,3.1112213210000004
722,Devonshire-Topanga-11-85-1,1,16.0,2,4.0,,-3.267328276,2.151791603,5.222123771000001
723,Olympic-12-97-3,1,20.0,1,15.0,3.294856817,-1.3747057809999998,,5.196446484
724,77th 2-13-1363-1,1,20.0,2,2.0,-1.943814046,-0.831389226,,-1.347737142
725,Newton 2-23-15-1,2,26.0,1,13.0,,-5.266591683,0.201115684,-5.485774558999999
726,Hollenbeck 1-20-128-2,1,14.0,1,7.0,,-0.340465379,1.767653445,4.57132284
727,BVCB-0-232-2,3,25.0,1,22.0,-1.013268853,0.8276893790000001,0.425594607,-2.490207687
728,Southwest 1-15-315-1,1,28.0,2,22.0,,5.235409427,-3.1134531310000004,-1.159083105
729,Southeast 2-20-130-1,1,20.0,1,20.0,-0.7585552590000001,6.5395460629999995,,-0.590467815
730,BVCB-0-192-4,1,20.0,2,22.0,1.6614819369999998,1.28403252,-6.790298855,-3.193891087
731,Newton 1-17-194-1,1,16.0,1,12.0,,-2.609887564,-3.7526348780000003,0.511088121
732,Southeast 2-20-160-1,1,14.0,1,20.0,,4.44440016,,0.058778450999999995
733,Newton 2-23-187-1,1,18.0,1,13.0,,1.376843918,0.48441333700000005,-5.196776292
734,Southwest 1-15-302-2,1,19.0,1,22.0,-5.448310652999999,1.3449447419999998,-1.522324469,0.156047096
735,Hollenbeck 2-20-31-2,2,17.0,1,8.0,-0.166029727,-0.843316662,,-1.116466081
736,Southwest 1-15-290-1,2,24.0,2,22.0,-4.449574243,-0.718460084,,-1.800046812
737,Southwest 1-15-301-2,1,25.0,2,22.0,3.635930159,0.7404201340000001,1.486356112,4.876282497
738,BVCB-0-76-3,4,22.0,1,22.0,4.901685016,1.576425098,-6.790298855,-2.678647237
739,Hollenbeck 3-20-120-2,1,16.0,2,9.0,-3.323171328,0.25503307199999997,,3.887742109
740,Rampart 1-12-503-1,1,16.0,1,17.0,,4.827461488,,6.898391985
741,Hollenbeck 3-20-124-2,1,17.0,2,9.0,-4.603049515,-6.714413757000001,,3.5803435880000003
742,Newton 2-23-86-2,1,17.0,2,13.0,,2.737758575,-0.23635471,-3.69734782
743,Newton 2-23-170-1,1,16.0,1,13.0,,0.38287847,-2.018248928,-1.800046812
744,Newton 2-23-151-1,1,24.0,1,13.0,-5.308334426,1.290389585,-2.909649197,-0.285508158
745,77th 2-13-1360-1,1,18.0,1,2.0,4.979312745,5.585743523,2.82841495,-0.680090623
746,Southwest 2-23-82-1,1,14.0,1,23.0,0.815124147,-5.348784435,,1.713202774
747,BVCB-0-119-3,2,25.0,1,22.0,-0.805612065,,,-1.230365828
748,Hollenbeck 3-20-131-2,1,15.0,2,9.0,2.11040421,-1.105202095,0.086235066,1.111626189
749,BVCB-0-222-2,1,25.0,1,22.0,-1.2492440120000001,0.257893916,,-2.8303530169999997
750,Hollenbeck 3-20-132-2,1,15.0,2,9.0,0.4560593,-0.414091831,,0.651885168
751,Hollenbeck 3-20-137-2,1,16.0,1,9.0,5.85470586,7.185483587,,-2.323424718
752,Hollenbeck 3-20-133-2,1,16.0,1,9.0,-3.499725578,0.36399639799999994,0.162092813,-1.074673087
753,Hollenbeck 3-20-142-2,1,15.0,1,9.0,-5.533759089,1.038824669,,0.222089853
754,Newton 2-23-173-1,1,18.0,1,13.0,,4.552814126,-0.988835804,-5.485774558999999
755,77th 2-13-1338-1,1,19.0,1,2.0,,-1.9240081530000002,0.423744085,6.50712677
756,Hollenbeck 3-20-47-3,1,15.0,1,9.0,0.297876252,-2.3817685490000002,,2.498039113
757,Southwest 1-15-312-1,1,17.0,1,22.0,1.378509222,0.225910606,3.028003378,5.003190127
758,Southwest 1-15-298-1,2,17.0,2,22.0,1.7465806519999998,3.1857776789999996,-0.501492157,2.802971592
759,Olympic-12-78-1,1,15.0,2,17.0,1.64257912,-1.160025461,-1.974983358,0.8512334509999999
760,77th 3-20-109-2,1,19.0,2,3.0,,5.101301796,-1.458898375,-3.4627866860000003
761,Newton 2-23-155-1,1,16.0,1,13.0,,-3.04260073,-0.144701743,0.9249220459999999
762,Newton 2-23-138-1,1,20.0,1,13.0,,4.4131012389999995,0.9002645420000001,-3.088125396
763,Newton 2-23-130-1,1,14.0,1,13.0,,0.36743425,2.142968731,1.178707463
764,Southwest 1-15-272-2,2,16.0,1,22.0,-5.899598925,4.826690512,,-5.485774558999999
765,BVCB-0-184-2,2,19.0,2,22.0,3.5011933230000003,-0.287942982,,4.844359719
766,Newton 2-23-113-1,2,14.0,2,13.0,,-4.243775896,-0.5772272970000001,-1.800046812
767,Newton 1-17-176-1,1,14.0,1,12.0,0.8801641440000001,1.7384494819999998,-2.554102578,2.850828583
768,Southwest 2-23-52-2,1,17.0,1,23.0,,-3.1929660710000003,,-2.956039882
769,CPHBRE-0-98-1,1,17.0,1,999.0,3.440452133,0.76709629,,8.77613481
770,BVCB-0-129-2,2,25.0,1,22.0,-0.108021771,0.291448432,-1.567955024,-3.408349552
771,Hollenbeck 1-20-123-2,1,18.0,1,7.0,-1.9113912259999999,-0.63086349,,-0.24182544
772,FGSEARE-0-73-1,1,18.0,1,999.0,-4.222799323,0.77658465,,2.439093808
773,Hollywood-12-11-1,2,26.0,2,10.0,,-0.586740837,2.4516138080000003,2.212330917
774,Hollenbeck 2-20-96-2,1,17.0,1,8.0,-1.744948526,2.267389837,,-2.342830497
775,Hollywood-12-7-1,3,21.0,2,10.0,,0.47690037,2.225284364,2.244226518
776,Hollywood-12-12-1,3,15.0,1,10.0,1.931947128,0.044294380999999994,1.357895461,3.614678053
777,Southwest 2-23-58-2,1,15.0,1,23.0,,-0.008353722,,-1.1197561520000001
778,Southwest 2-23-48-2,1,16.0,2,23.0,,-0.738669755,,-1.800046812
779,Devonshire-Topanga-11-120-1,1,14.0,1,4.0,,1.478684405,1.0078353359999999,-0.047656952999999995
780,Hollywood-12-6-1,3,26.0,2,10.0,1.099999694,0.21825362,2.660904236,3.411155499
781,Hollywood-12-4-1,3,26.0,1,10.0,-0.43754063600000004,1.136016599,2.134752587,3.5475967789999996
782,Foothill-14-390-1,2,19.0,1,5.0,,-2.952488575,,2.494749041
783,Northeast-20-188-2,1,23.0,2,14.0,4.388140915,0.032019595,2.325518143,2.54016792
784,Newton 1-17-187-1,1,15.0,1,12.0,,2.180487733,-0.203155807,-1.800046812
785,Southwest 1-15-303-2,1,19.0,1,22.0,,2.8028414610000003,-0.335102632,0.18690418
786,Southeast 3-10-157-1,1,16.0,2,21.0,,7.993859614,3.2134322369999997,-2.342830497
787,Hollenbeck 1-20-98-2,1,17.0,1,7.0,-2.678041613,1.0192691090000001,,-4.040783222
788,Hollenbeck 3-20-153-2,1,36.0,1,9.0,-6.285877175,1.9703056369999998,,-2.956039882
789,Hollenbeck 1-20-64-2,1,17.0,1,7.0,-0.783321754,2.148621702,,-2.381333419
790,Newton 2-23-197-1,1,19.0,2,13.0,,,-2.233025849,-2.901602748
791,Newton 2-23-158-1,1,22.0,2,13.0,,-0.192995537,-3.537520481,-2.956039882
792,BVCB-0-226-3,1,24.0,2,22.0,0.331434014,-0.320416713,,5.02777379
793,Hollenbeck 3-20-144-2,1,23.0,1,9.0,-0.08990762,-0.260980683,,-1.299880152
794,Valley-92-13-1,1,18.0,1,999.0,,3.170354645,1.8675225569999998,3.485179907
795,FGSEARE-0-77-1,1,18.0,1,999.0,,1.008371353,0.48516986,2.290711092
796,Northeast-20-144-2,2,18.0,1,14.0,-0.004020239,0.928040667,,0.167652719
797,Newton 1-17-180-1,1,17.0,1,12.0,,-1.7430662430000001,2.142089602,3.5475967789999996
798,Southwest 1-15-320-2,1,17.0,1,22.0,,-1.2179601290000002,-0.24072001399999998,5.85544164
799,Newton 2-23-175-1,1,14.0,2,13.0,,-1.133185645,-1.195396581,0.475902448
800,Harbor-21-187-1,1,15.0,1,6.0,-4.924287769,-8.183685896,1.124229001,-4.040783222
801,77th 1-16-81-1,1,18.0,2,1.0,0.564768609,1.581231343,,-0.432885349
802,Hollenbeck 2-20-89-2,2,30.0,2,8.0,,0.73703153,-0.438308122,-3.9400430089999996
803,Hollywood-12-71-1,1,15.0,1,10.0,,2.527828998,2.344043015,2.408389128
804,Harbor-21-186-1,1,18.0,1,6.0,-1.102328414,1.344646227,,0.082358501
805,Hollywood-12-13-1,3,26.0,1,10.0,0.6860064,-0.5032001,1.4167141909999998,4.0519047189999995
806,Hollywood-12-70-2,1,15.0,1,10.0,2.450730621,3.5712399439999998,1.7332107469999998,3.981506195
807,Newton 2-23-181-1,1,16.0,2,13.0,,,-0.9861061529999999,-3.931908953
808,Southeast 2-20-153-1,2,23.0,1,20.0,,-1.26308362,0.407311795,-2.07308369
809,Pacific-18-121-1,1,21.0,1,16.0,0.44726803299999995,-1.123342515,-0.480087836,2.6740218330000003
810,Hollenbeck 2-20-110-2,2,15.0,2,8.0,,-4.351130473,,0.800086388
811,CPHBRE-0-91-1,1,16.0,2,999.0,-0.540314555,-4.216091274,,4.207263561
812,Newton 2-23-126-1,1,16.0,1,13.0,4.022208409,-0.86262463,-3.387048783,1.585961245
813,Valley-92-1-1,2,18.0,1,999.0,,5.043722338,-4.181309592,1.165910918
814,Hollywood-12-64-1,1,21.0,2,10.0,4.412375794,,0.579552479,5.121049659
815,Olympic-12-4-1,2,21.0,1,15.0,-7.297163027000001,2.269315217,,-3.6429106860000005
816,Southeast 2-20-129-2,1,18.0,1,20.0,,0.830501388,0.640978255,-1.675211155
817,Hollywood-12-69-2,1,20.0,1,10.0,1.854758345,3.050054064,1.297590875,2.92780725
818,77th 2-13-1305-1,2,16.0,1,2.0,-2.947384323,-3.442048388,,2.448112063
819,Southwest 2-23-76-1,1,14.0,1,23.0,,-0.276053893,0.907601557,-3.353912418
820,Southwest 1-15-305-2,1,31.0,1,22.0,1.77357874,0.350633801,,4.157488915
821,Southwest 2-23-34-2,1,17.0,2,23.0,,-6.443829496,,-1.511048545
822,BVCB-0-196-3,2,24.0,1,22.0,2.449410339,-0.190827923,1.4264161919999998,3.9069663930000003
823,Harbor-21-188-1,1,15.0,2,6.0,0.149016087,-1.6253657419999998,2.730546157,2.080915116
824,FGSEARE-0-76-1,1,16.0,1,999.0,,3.5392844869999998,,3.8539307660000004
825,Hollenbeck 2-20-52-3,2,16.0,2,8.0,,2.110779013,,1.79520692
826,Foothill-14-312-1,2,18.0,1,5.0,-2.727384392,4.455844592,-1.071151437,2.8189329819999998
827,BVCB-0-217-2,1,21.0,2,22.0,0.265073736,-0.235141705,,6.069351717999999
828,Southeast 2-20-143-1,2,16.0,1,20.0,,1.252927181,0.801516619,0.113215585
829,Hollenbeck 2-20-6-3,2,22.0,1,8.0,,-0.12157414300000001,2.252025381,-2.667041615
830,Southwest 2-23-85-1,1,21.0,2,23.0,,,,-1.800046812
831,FGSEARE-0-80-1,1,17.0,1,999.0,,5.7967050229999995,3.7313677419999998,1.47068908
832,Southeast 2-20-155-1,2,19.0,2,20.0,,1.260402958,-0.7725730270000001,-1.42139856
833,Southeast 2-20-138-1,2,24.0,1,20.0,,4.921588708,,-2.596643091
834,77th 2-13-1362-1,1,18.0,1,2.0,1.414074948,-1.7603460030000002,,3.7079539230000003
835,77th 1-16-64-1,1,17.0,1,1.0,-0.014131788000000001,-1.60601219,-0.178779775,2.27612212
836,Southeast 2-20-154-1,2,28.0,1,20.0,0.9996092870000001,3.952740791,,-3.1202024919999998
837,Hollenbeck 2-20-136-2,1,21.0,2,8.0,,-4.687443898,4.4653239639999995,-0.484032411
838,Newton 1-17-207-1,1,13.0,2,12.0,,-0.8782294690000001,2.434574792,1.127560401
839,Harbor-21-189-1,1,22.0,2,6.0,1.349473897,2.477926912,0.490506557,0.437399525
840,Hollywood-12-37-2,1,16.0,1,10.0,3.1983262710000004,-0.061422613,2.8701946639999996,2.895911649
841,Hollywood-12-15-1,3,20.0,1,10.0,0.704213221,-2.7861578739999997,2.344043015,2.92780725
842,Hollywood-12-16-1,3,25.0,2,10.0,5.178874262,-3.008798208,1.716171731,3.075184441
843,RPARGR-PP-158-3,3,20.0,1,10.0,2.0835705030000002,2.374551891,0.890562541,1.708022977
844,RPARGR-PP-149-2,3,17.0,1,10.0,,2.345142686,2.553333443,0.9089606570000001
845,Pacific-18-245-1,1,14.0,1,16.0,2.7724622,1.1020384570000001,0.649559066,-2.775915883
846,Southwest 1-15-311-2,1,14.0,1,22.0,,6.898061125,1.8294438869999998,0.562235183
847,Newton 2-23-201-1,1,18.0,2,13.0,,0.8346646329999999,0.959083272,0.401362645
848,Hollenbeck 2-20-143-2,1,18.0,2,8.0,0.17663846100000002,-6.062905862,1.984280889,0.145111186
849,Foothill-14-375-1,1,15.0,1,5.0,,-4.996577189,,-0.10209408699999999
850,Newton 1-17-199-1,1,15.0,1,12.0,,-2.499113455,,6.449372387
851,Northeast-20-242-2,1,19.0,2,14.0,,-5.071516816,,-1.511048545
852,Hollenbeck 1-20-149-2,1,17.0,2,7.0,,-6.484629536,-2.106051054,1.284318837
853,Southeast 1-22-92-1,1,18.0,1,19.0,-1.609680075,,,1.4549091859999999
854,SSSEARE-0-87-1,1,17.0,1,999.0,,3.042992223,,3.8364426419999997
855,Hollenbeck 1-20-112-2,1,15.0,1,7.0,1.709471014,-1.681576626,3.1267513,2.2409364469999997
856,77th 2-13-1359-1,1,18.0,2,2.0,,-1.783381036,4.380128883,2.096876505
857,77th 2-13-1358-1,1,18.0,2,2.0,,5.560831946,5.228992915,-1.40875442
858,77th 2-13-1290-2,2,16.0,1,2.0,-2.424332,-2.007906755,,0.663645108
859,Rampart 1-12-532-1,1,15.0,2,17.0,-2.026313933,1.5799901490000001,-1.7942844690000002,5.687961781
860,Hollenbeck 2-20-45-2,1,16.0,2,8.0,,-7.078669911,,-0.535179474
861,Valley-92-7-1,2,18.0,1,999.0,,-4.943914404,1.7870574469999998,1.3387559709999999
862,Rampart 2-12-235-2,1,14.0,2,17.0,,4.77149382,,-2.651080225
863,Southeast 3-10-135-1,1,16.0,2,21.0,,3.496395765,2.611787507,0.9887132479999999
864,Southeast 3-10-159-1,1,15.0,2,21.0,,-1.189069382,0.478954034,-1.010881884
865,Newton 1-17-177-1,1,18.0,1,12.0,2.04288803,-3.4102108060000003,,0.39389830200000003
866,Newton 1-17-174-1,1,16.0,2,12.0,,-5.178622948,,1.737479714
867,Hollenbeck 1-20-116-2,1,18.0,1,7.0,-4.01175504,2.981048079,,-0.832493292
868,CPHBRE-0-92-1,1,18.0,2,999.0,3.591164195,-0.359240247,,6.459787088
869,Pacific-18-252-1,1,17.0,1,16.0,3.153817358,5.2944494539999996,-0.818960105,-1.854483946
870,Hollenbeck 2-20-122-2,1,27.0,2,8.0,-7.130003372000001,-1.5789004999999998,,-3.6429106860000005
871,Southwest 2-23-67-2,1,22.0,2,23.0,,,,-1.312524292
872,Hollenbeck 1-20-120-2,1,17.0,2,7.0,4.555903897,-1.511346309,,9.526273693
873,Newton 1-17-200-1,1,16.0,1,12.0,,-0.7015423559999999,3.688466838,-0.254315262
874,Northeast-20-162-3,1,15.0,1,14.0,,,,5.419066182000001
875,Hollenbeck 3-20-3-2,2,17.0,2,9.0,-3.3075124010000003,,,3.026811303
876,77th 1-16-82-1,1,17.0,2,1.0,,-2.009535708,,2.58766192
877,Northeast-20-206-2,1,17.0,2,14.0,0.994277225,-7.264587277,-1.507135975,0.812757706
878,Rampart 1-12-530-1,1,18.0,2,17.0,,2.543232214,,1.841691494
879,Hollenbeck 3-20-62-3,1,19.0,1,9.0,3.3653005869999997,2.280327596,,5.9018990360000005
880,Southwest 1-15-314-2,1,23.0,1,22.0,0.09791408,0.464191856,,6.249321398999999
881,Hollenbeck 2-20-145-2,1,19.0,1,8.0,,0.648680884,,-2.269169079
882,Hollenbeck 3-20-170-1,1,16.0,1,9.0,-0.522803731,-0.916674364,,-1.636553915
883,Northeast-20-149-3,1,22.0,2,8.0,3.6482015910000003,-1.684212005,,-1.91306236
884,Northeast-20-208-2,1,15.0,1,14.0,3.790725712,-7.45599056,,2.47549758
885,Devonshire-Topanga-11-128-1,1,17.0,1,4.0,-4.543628606,0.482882022,1.495693446,1.8692313280000001
886,Devonshire-Topanga-11-125-1,1,20.0,1,4.0,-0.39848643,0.234890198,1.3749344769999998,0.784152176
887,BVCB-0-235-2,3,20.0,1,22.0,1.012669386,-1.669871816,1.389243842,5.133357986
888,Pacific-18-250-1,1,16.0,1,16.0,1.960573484,1.602299376,0.24565224100000002,-3.1737884189999996
889,77th 2-13-1308-2,1,18.0,1,2.0,-2.711632795,0.176935326,,0.425793903
890,77th 2-13-1309-1,2,19.0,2,2.0,,-4.792108535,,1.956266769
891,77th 3-20-172-1,1,16.0,1,3.0,,3.93200029,-3.4532045289999997,-2.873854241
892,Newton 1-17-116-2,1,15.0,1,12.0,,-5.260253378,-0.220559489,0.5348496660000001
893,Hollywood-12-30-2,2,25.0,1,10.0,0.898370965,2.434557484,1.59156192,-0.30146954800000003
894,Hollenbeck 2-20-116-2,1,22.0,2,8.0,,-0.384422276,,-3.931908953
895,Rampart 2-12-226-2,1,16.0,1,18.0,1.4095908019999999,6.783261875,1.3989458419999998,3.083681486
896,Rampart 2-12-267-2,1,16.0,2,18.0,,2.550329536,,-1.745609678
897,Hollenbeck 1-20-81-2,1,17.0,1,7.0,3.255966993,-1.218355719,,3.4161809780000003
898,Hollenbeck 1-20-121-2,1,22.0,1,7.0,-4.441478972,-0.049488354000000005,,-3.2992937889999996
899,Hollywood-12-80-1,1,18.0,2,10.0,,0.004526494,1.482505271,0.568815327
900,Hollenbeck 1-20-59-2,2,17.0,2,7.0,-0.041754162000000004,0.853860498,,2.061663655
901,Hollywood-12-79-1,1,22.0,1,10.0,3.419482103,2.5280512109999997,0.262691257,2.353951994
902,Rampart 2-12-248-1,1,15.0,2,18.0,,0.92487162,,-2.956039882
903,Newton 1-17-206-1,1,17.0,1,12.0,,3.5961131739999996,1.9204901280000002,1.002418021
904,Hollenbeck 3-20-125-2,1,13.0,1,9.0,3.870585035,3.99957835,,8.681820423
905,Hollywood-12-78-2,1,22.0,1,10.0,3.622431115,0.7381288540000001,1.59156192,2.716638857
906,Rampart 2-12-251-1,1,14.0,2,18.0,-6.895348495,4.869965108,-5.0672233669999995,-2.3780433469999998
907,RPARGR-PP-124-2,2,20.0,2,10.0,,1.248583322,2.134752587,-1.925733677
908,Southwest 2-23-92-1,1,17.0,1,23.0,7.122936900000001,-6.420268973,,5.043916674
909,Newton 1-17-208-1,1,24.0,1,12.0,,-5.010420519,-3.145166179,-1.066691435
910,77th 3-20-174-1,1,18.0,2,3.0,2.522587342,-5.744173578,0.208602497,
911,Southwest 1-15-262-1,3,23.0,1,22.0,-1.381964569,-1.869791919,,3.165658455
912,Hollenbeck 1-20-113-2,1,16.0,1,7.0,,2.721006961,2.2005436659999997,-3.0649141510000004
913,Southwest 2-23-65-2,1,16.0,2,23.0,,-3.476149012,-1.774515801,-2.3780433469999998
914,Hollenbeck 1-20-64-2,2,17.0,1,7.0,-2.936615068,3.321253884,,-1.4599014819999998
915,Rampart 2-12-237-2,1,18.0,1,18.0,-7.116504327,-0.12018760699999999,-4.366223988,-1.042777485
916,Pacific-18-113-1,2,16.0,1,16.0,0.698902118,-4.775934133,-0.63677536,9.422091756
917,Southwest 2-23-60-2,1,15.0,2,23.0,,,,
918,Rampart 2-12-249-2,1,12.0,1,18.0,-3.4243504010000003,0.641734675,,0.03952699
919,BVCB-0-192-4,2,20.0,2,22.0,-3.833602499,-0.5626288939999999,,-2.670331687
920,Hollenbeck 1-20-130-2,1,16.0,1,7.0,,3.29402837,0.272393258,1.496338437
921,Southeast 3-10-158-1,1,17.0,1,21.0,3.22246848,-2.478007697,,7.139896252000001
922,Newton 2-23-192-1,1,15.0,1,13.0,,-0.447816473,-0.969067137,-2.667041615
923,Southwest 2-23-61-2,1,16.0,2,23.0,,0.448895635,,0.273236916
924,Rampart 2-12-259-1,1,21.0,1,18.0,-8.583600888,0.658856086,0.45457800299999995,-4.220907221
925,Hollenbeck 3-20-126-2,1,12.0,1,9.0,-0.269942034,3.6755192969999997,,2.3381721
926,Rampart 2-12-243-2,1,21.0,1,18.0,,-2.375043957,-6.162427571,-4.040783222
927,Hollywood-12-24-2,2,17.0,1,10.0,1.13597439,3.634714082,1.908423142,0.9089606570000001
928,Southwest 2-23-75-1,1,16.0,1,23.0,,3.4052182460000004,,-3.5884735510000003
929,Pacific-18-114-1,2,18.0,1,16.0,1.08650065,-0.872120023,2.0368837930000003,4.028511979
930,Newton 1-17-133-1,1,14.0,1,12.0,1.460600139,2.547739558,,3.927069061
931,Hollenbeck 1-20-52-3,1,19.0,1,7.0,2.8736078519999997,-2.591833549,,5.126777843
932,Newton 2-23-198-1,1,18.0,1,13.0,,-7.284400944,-2.449653293,3.457946795
933,Hollenbeck 2-20-139-2,1,15.0,1,8.0,,-1.864081315,,-3.068204222
934,Newton 1-17-168-1,1,17.0,2,12.0,,-1.752574394,,1.085794584
935,Southwest 2-23-97-1,1,14.0,1,23.0,,3.889864638,,0.800086388
936,Hollenbeck 2-20-73-2,2,22.0,2,8.0,,2.367896156,,-2.151797765
937,Rampart 2-12-224-2,1,17.0,1,18.0,-3.847050608,0.255046244,,-0.6993420840000001
938,Hollenbeck 1-20-136-2,1,16.0,1,7.0,,-3.0231799969999997,1.729359906,
939,Southwest 2-23-93-1,1,17.0,1,23.0,,4.781521024,,-2.069793619
940,Rampart 1-12-462-1,1,17.0,1,17.0,1.758320469,4.603033257,,5.299959461
941,Foothill-14-381-1,1,21.0,1,5.0,,-5.451032884,,-4.329781489
942,Northeast-20-119-2,2,17.0,2,14.0,-4.676133848,-2.10749843,1.13120135,2.825540302
943,Hollenbeck 2-20-132-2,1,23.0,1,8.0,,3.6669173610000003,3.733732727,5.598338974
944,CPHBRE-0-83-1,2,16.0,1,999.0,-3.426641245,4.5683348310000005,0.6178460179999999,-2.667041615
945,Devonshire-Topanga-11-140-1,1,16.0,1,4.0,4.825837473,3.857429044,0.665354286,5.749857443
946,Rampart 1-12-518-1,1,17.0,1,17.0,-8.583600888,0.52034793,,6.42198687
947,Southeast 3-10-120-1,2,13.0,1,21.0,,0.10945395599999999,-0.016605758,-1.116466081
948,77th 3-20-76-2,2,17.0,2,3.0,-8.583600888,0.21140616,-6.790298855,-3.353912418
949,Rampart 2-12-244-2,1,16.0,1,18.0,-7.33766016,-3.56146999,-4.833556908,-0.6993420840000001
950,Devonshire-Topanga-11-90-2,1,24.0,1,4.0,,4.689927116000001,3.856342218,-3.986346087
951,Rampart 1-12-459-2,1,17.0,1,17.0,0.598963118,1.2382930840000002,,-0.097738321
952,Valley-92-20-1,1,17.0,1,999.0,,-2.272026003,-2.594396437,7.062583686
953,Hollenbeck 1-20-111-2,2,23.0,1,7.0,,1.062147702,-0.871563009,-4.907778024
954,Hollenbeck 2-20-134-2,1,23.0,1,8.0,,1.075333852,-2.311977913,-1.694462616
955,Newton 2-23-75-1,2,18.0,1,13.0,,-5.048009478,-0.097070869,0.38229267899999997
956,Southwest 2-23-98-1,1,20.0,2,23.0,,-0.622095826,-1.557888358,3.8674540439999996
957,CPHBRE-0-82-1,2,16.0,1,999.0,3.680696122,0.443627004,-1.072030566,5.152609447
958,Southeast 1-22-91-2,1,14.0,1,19.0,,-1.287658362,1.6411931130000001,-1.116466081
959,Hollywood-12-19-2,2,27.0,2,10.0,-4.285586767,0.246054076,1.8840471109999999,1.708022977
960,Harbor-21-192-1,1,14.0,1,6.0,4.357662663,-1.5606765619999998,,9.463339513
961,Hollywood-12-14-1,2,26.0,1,10.0,-0.296244126,3.048667528,1.908423142,1.77181418
962,CPHBRE-0-84-1,1,17.0,1,999.0,1.72429034,1.371097541,5.63787177,-4.6187797569999995
963,Newton 1-17-173-1,2,15.0,1,12.0,-5.850125185,1.489408371,,-1.7263582169999998
964,Newton 2-23-185-1,1,19.0,2,13.0,,-2.668526413,-2.076702992,-1.45661141
965,Hollenbeck 3-20-187-1,1,22.0,1,9.0,-4.843732449,-4.099239034,,-2.724768821
966,Devonshire-Topanga-11-135-1,1,23.0,2,4.0,,2.572623485,0.9505024609999999,2.31133497
967,Newton 2-23-56-1,2,20.0,1,13.0,,1.927628071,-3.3586721139999995,1.080769105
968,Devonshire-Topanga-11-99-2,1,19.0,2,4.0,-3.904927605,-1.5785568140000001,-0.9142218529999999,0.305132517
969,Devonshire-Topanga-11-129-1,1,16.0,1,4.0,2.2602174219999998,0.511455311,-2.086769659,3.418619842
970,Hollywood-12-26-2,2,25.0,2,10.0,,-0.919554999,2.560670458,0.619962389
971,Hollywood-12-25-2,2,15.0,1,10.0,,2.40411654,1.07126143,3.2745327239999997
972,Northeast-20-156-2,2,15.0,1,14.0,-0.24765172300000002,0.545525832,3.847154681,4.07115618
973,Hollenbeck 2-20-58-3,1,17.0,1,8.0,,-1.333599212,,0.990993893
974,Southwest 2-23-91-2,1,21.0,2,23.0,1.162972478,-0.445661618,2.821077935,-1.800046812
975,Newton 1-17-170-1,2,15.0,2,12.0,,4.754422918,0.119556575,-2.670331687
976,SSSEARE-0-93-1,1,18.0,1,999.0,4.332516472,0.115695572,-0.089733853,7.760724299
