,ID,admin,age,sex,zone,gang,family,other,risk
61,Northeast-20-61-2,1,16.0,1,14.0,-2.507363502,1.616770197,,1.499628509
62,Foothill-14-224-1,1,24.0,1,5.0,0.5389264220000001,4.282638396,,0.49183666
63,Northeast-20-100-2,1,17.0,1,14.0,2.243073833,1.730463079,,8.741283036
64,Southeast 2-20-158-1,1,18.0,2,20.0,,-2.896729948,,0.870484912
65,NHSEA-0-275-2,2,15.0,2,8.0,,-1.344428112,-4.414976051,-1.456429915
66,77th 1-16-97-1,1,15.0,1,1.0,,0.9719312090000001,0.686366749,-4.112032952
67,Harbor-21-134-1,1,16.0,2,6.0,0.04840205,-0.558427098,-0.47002117,-2.667041615
68,BVCB-0-235-2,1,20.0,1,22.0,1.778286517,0.267075131,,3.8208151519999998
69,FGSEARE-0-35-1,1,18.0,1,999.0,1.868974344,-0.285054488,0.164822464,2.15009554
70,Harbor-21-112-1,2,23.0,2,6.0,-1.7779746730000001,-0.280492584,,-2.667041615
71,77th 1-16-34-1,1,19.0,1,1.0,1.154877207,-0.34059832100000004,,5.887337241
72,Newton 2-23-95-1,1,14.0,2,13.0,,-4.588045005,-1.439129707,-5.485774558999999
73,Northeast-20-35-2,1,20.0,2,14.0,-1.917254904,-3.2492357089999997,1.082449287,0.24134131399999997
74,Northeast-20-83-2,1,18.0,1,14.0,,3.670531247,-1.305697026,-2.775915883
75,Northeast-20-13-2,1,17.0,2,14.0,-5.733759551,-2.963317861,-2.151439549,3.2872040410000003
76,Southwest 1-15-288-2,2,21.0,2,22.0,,4.68191082,-0.10292202800000001,-5.485774558999999
77,Northeast-20-10-2,1,22.0,2,14.0,0.393343567,0.7119076390000001,,2.205905091
78,NHSEA-0-322-2,2,20.0,1,7.0,-2.7901718360000003,-0.45371440399999996,,-1.167613143
79,77th 1-16-40-1,1,19.0,2,1.0,-1.157952858,-1.9503194369999999,0.656896081,6.456163116
80,77th 3-20-30-1,1,16.0,1,3.0,,0.7735986690000001,,-2.326896285
81,Northeast-20-90-2,1,16.0,2,14.0,0.840105957,2.534859937,2.319302317,5.168570837
82,SSSEARE-0-7-1,3,18.0,2,999.0,,5.365391537,3.692682345,-3.35720249
83,FGSEARE-0-37-1,1,18.0,1,999.0,2.7998992339999997,-0.514608665,1.9769438730000002,2.255498242
84,BVCB-0-191-1,2,30.0,1,22.0,-6.639538249,-0.94113384,,-4.509905488
85,Southeast 1-22-40-1,1,18.0,1,19.0,-6.868350407,5.774993808,3.206459888,-1.2220502770000001
86,77th 1-16-51-1,1,17.0,1,1.0,,1.027784255,-1.461140754,-3.6429106860000005
