,GRYD_ETO_ID,S6b_Other_Activities,Normalized_Answers
1218,Newton 1-17-208-1,,
1219,Southwest 1-15-320-2,School,school
1220,Rampart 1-12-423-2,,
1221,Foothill-14-314-1,,
1222,Southwest 2-23-80-1,,
1223,Valley-92-38-1,,
1224,Southwest 2-23-104-1,,
1225,Newton 2-23-116-1,"Job research, workshops, GRYD program","job, workshop, gryd"
1226,Devonshire-Topanga-11-105-2,,
1227,Northeast-20-151-2,Victory Outreach Church,"outreach, church"
1228,Northeast-20-245-2,,
1229,Foothill-14-389-1,,
1230,Newton 2-23-92-2,I go to the gym to work out,workout
1231,Foothill-14-388-1,,
1232,Newton 1-17-226-1,,
1233,Southwest 2-23-126-1,"I do after school program with GRYD, life skills.","gryd, life-skills"
1234,Valley-92-36-1,GRYD,gryd
1235,77th 2-13-1411-1,Volunteer painting,volunteer
1236,Hollenbeck 1-20-165-2,,
1237,Devonshire-Topanga-11-143-1,Church,church
1238,Newton 2-23-129-2,"Basketball, gym, VOA","basketball, gym, voa"
1239,Northeast-20-250-2,,
1240,Harbor-21-171-1,,
1241,Hollenbeck 1-20-98-2,YES program,yes
1242,Newton 2-23-236-1,Workout at fitness 19 - gym,workout
1243,Newton 1-17-200-1,Works out,workout
1244,Southwest 2-23-113-1,,
1245,Southwest 1-15-302-2,"Exercising, filling out job applications","workout, job"
1246,Newton 2-23-69-2,,
1247,Newton 1-17-116-2,,
1248,Hollenbeck 1-20-155-2,,
1249,Harbor-21-168-2,,
1250,Southwest 2-23-112-1,,
1251,77th 1-16-96-1,,
1252,Harbor-21-198-1,,
1253,Newton 1-17-56-2,,
1254,Hollenbeck 2-20-100-2,,
1255,NHSEA-0-360-3,,
1256,Hollenbeck 2-20-150-2,,
1257,Harbor-21-184-2,Just GRYD,gryd
1258,Devonshire-Topanga-11-52-2,,
1259,Southeast 3-10-148-2,"Read, workout","read, workout"
1260,Southwest 2-23-122-1,,
1261,Hollenbeck 2-20-165-2,,
1262,Southeast 2-20-135-1,Hygiene,hygiene
1263,Southeast 2-20-127-1,Hygiene,hygiene
1264,Foothill-14-398-1,obtaining drivers license,other
1265,77th 1-16-99-1,,
1266,Northeast-20-268-2,Arts,art
1267,Northeast-20-270-2,Ink foundry,work
1268,77th 1-16-100-1,Reading a book,read
1269,Southeast 2-20-155-1,Hygiene,hygiene
1270,Southeast 2-20-130-1,Hygiene,hygiene
1271,SSSEARE-0-90-1,,
1272,Southwest 1-15-336-2,,
1273,Southwest 2-23-52-2,"Self confident, self awareness, job readiness","self-improvement, job"
1274,Southeast 2-20-138-1,Hygiene,hygiene
1275,Southwest 2-23-117-1,,
1276,Southwest 1-15-338-2,Playing basketball with they youth,basketball
1277,Southwest 1-15-337-2,Staying out of trouble,self-improvement
1278,Southwest 2-23-96-1,Works out at the gym,workout
1279,Southeast 2-20-151-1,Study for school and work,study
1280,Southeast 2-20-153-1,Hygiene,hygiene
1281,Newton 2-23-244-1,Individual couseling,counseling
1282,Newton 1-17-233-1,,
1283,Southeast 2-20-154-1,Hygiene,hygiene
1284,Harbor-21-162-2,"Yoga, running, and outdoor activities","workout, activities"
1285,Newton 2-23-248-1,Work readiness and trauma counseling,"job, counseling"
1286,Newton 2-23-162-2,"Job search, workshops, GRYD program","job, workshop, gryd"
1287,CPHBRE-0-106-1,Therapy,therapy
1288,Newton 2-23-235-1,Participates in VOALA activities,voa
1289,Hollenbeck 1-20-177-2,,
1290,Valley-92-33-1,GRYD,gryd
1291,Southeast 2-20-126-1,,
1292,Southeast 2-20-150-1,Hygiene,hygiene
1293,Southwest 1-15-319-2,Life skills at j.p park teen club,life-skills
1294,Southwest 2-23-103-1,Mentorship with CIW,"mentored, ciw"
1295,Harbor-21-207-1,,
1296,Harbor-21-182-1,,
1297,Foothill-14-411-1,,
1298,Foothill-14-392-1,,
1299,77th 1-16-111-1,,
1300,Newton 1-17-244-1,,
1301,77th 1-16-112-1,,
1302,Newton 2-23-227-1,Participates in activities that VOALA puts together.,voa
1303,Harbor-21-164-1,,
1304,NHSEA-0-319-5,,
1305,77th 1-16-113-1,,
1306,Southeast 1-22-105-1,"Hair, percure, parks",hygiene
1307,Newton 1-17-189-1,,
1308,Foothill-14-391-1,,
1309,Southwest 2-23-35-3,,
1310,Newton 1-17-218-2,,
1311,Southeast 1-22-112-1,,
1312,Southwest 1-15-322-2,,
1313,Southeast 2-20-216-1,Hygiene,hygiene
1314,Newton 1-17-206-1,Working out,workout
1315,77th 1-16-81-1,[mentor name]-Life skills,life-skills
1316,Northeast-20-226-2,Volunteer work,voluteer
1317,Newton 1-17-160-1,,
1318,Newton 1-17-126-2,,
1319,Devonshire-Topanga-11-146-1,,
1320,77th 3-20-250-1,,
1321,Devonshire-Topanga-11-100-2,"Life skills classes, mentorship","life-skills, mentored"
1322,77th 3-20-257-1,"Basketball, football","basketball, football"
1323,77th 3-20-252-1,,
1324,Newton 1-17-190-2,Playing basketball,basketball
1325,Northeast-20-242-2,,
1326,77th 3-20-251-1,Community Enhancement volunteer work,"community, volunteer"
1327,77th 3-20-248-1,I work out,workout
1328,Northeast-20-269-2,,
1329,77th 1-16-114-1,,
1330,77th 3-20-259-1,,
1331,Southwest 2-23-129-1,"Jogging, exercise",workout
1332,Hollenbeck 2-20-45-2,,
1333,Southwest 2-23-139-1,Reading books,read
1334,Harbor-21-189-2,GRYD,gryd
1335,Northeast-20-169-2,"Yes, program/school volunteer","yes, volunteer"
1336,Hollenbeck 2-20-177-2,,
1337,77th 3-20-245-1,Taking my sister out,family
1338,Pacific-18-110-2,Life skill classes,life-skills
1339,Northeast-20-218-2,Volunteer work at school,volunteer
1340,Pacific-18-111-2,Life skill sessions,life-skills
1341,SSSEARE-0-100-1,"Wrap around, probation cause it helps me take couseling, GRYD reentry.","counseling, gryd"
1342,Mission-14-251-1,,
1343,77th 3-20-253-1,Church,church
1344,Southeast 2-20-99-2,Hygiene,hygiene
1345,77th 1-16-63-1,GRYD,gryd
1346,Hollenbeck 1-20-42-4,Yes and volunteer work,"yes, volunteer"
1347,77th 3-20-255-1,Cheer practice/self grooming,hygiene
1348,Southeast 2-20-217-1,Hygiene,hygiene
1349,Northeast-20-162-3,,
1350,Newton 1-17-59-2,Goes to gym,workout
1351,Harbor-21-169-2,,
1352,Hollenbeck 2-20-118-3,Substance Abuse class,sa-program
1353,Northeast-20-176-2,Jogging,workout
1354,Newton 2-23-224-1,Client participates in the art workshops.,art
1355,Southwest 1-15-311-2,,
1356,Harbor-21-160-2,,
1357,Harbor-21-206-1,,
1358,Harbor-21-209-1,,
1359,77th 3-20-256-1,,
1360,CPHBRE-0-113-1,,
1361,Newton 2-23-201-1,,
1362,Hollenbeck 2-20-161-2,,
1363,Southeast 2-20-220-1,Hygiene,hygiene
1364,Harbor-21-203-1,GRYD,gryd
1365,Hollenbeck 2-20-158-2,,
1366,Harbor-21-167-2,,
1367,Olympic-12-126-2,,
1368,Harbor-21-176-2,,
1369,77th 1-16-64-1,GRYD,gryd
1370,Foothill-14-410-1,,
1371,CPHBRE-0-110-1,Playing softball,softball
1372,Northeast-20-215-2,,
1373,Northeast-20-303-1,,
1374,Foothill-14-312-1,,
1375,Newton 1-17-207-1,Belongs to xxx Dance Group,art
1376,77th 3-20-262-1,Church,church
1377,Harbor-21-205-1,,
1378,Hollenbeck 2-20-131-2,,
1379,Southeast 1-22-120-1,,
1380,Southwest 1-15-298-1,She goes to her community teen club,community
1381,Southwest 2-23-131-1,,
1382,Southeast 2-20-214-1,Hygiene,hygiene
1383,Newton 2-23-253-1,(GRYD) program V.O.A.L.A.,"gryd, voa"
1384,Harbor-21-200-1,,
1385,NHSEA-0-149-3,"Sports, landscaping, volunteer work","sports, volunteer"
1386,Hollenbeck 1-20-183-2,,
1387,Hollywood-12-85-1,"Workout, draw","workout, art"
1388,Southwest 2-23-109-1,"Church, parenting classes","church, parenting"
1389,Hollenbeck 2-20-29-3,,
1390,BHSEA-1-147-3,,
1391,77th 1-16-82-1,Life skills with [mentor name],life-skills
1392,Southeast 1-22-123-1,,
1393,Hollenbeck 2-20-151-3,,
1394,Harbor-21-199-1,,
1395,Southeast 2-20-159-1,Hygiene,hygiene
1396,Hollenbeck 1-20-130-2,Basketball,basketball
1397,Newton 2-23-241-1,,
1398,Newton 2-23-241-1,Client goes to the park and plays ball,sports
1399,Devonshire-Topanga-11-18-3,,
1400,Southwest 2-23-127-1,,
1401,Newton 2-23-247-1,Hopic TRC Services,service
1402,Northeast-20-249-2,,
1403,Northeast-20-279-2,Attend church,church
1404,Hollenbeck 2-20-136-2,Writing and drawing,art
1405,Valley-92-42-1,Spends time with daughter,family
1406,Northeast-20-108-2,Church,church
1407,Hollenbeck 2-20-132-2,Art / SEA,"art, sea"
1408,Southwest 2-23-137-1,,
1409,Valley-92-40-1,GRYD/counseling,"gryd, counseling"
1410,Rampart 1-12-531-2,GRYD program,gryd
1411,Devonshire-Topanga-11-90-2,Mentoring,mentored
1412,Southwest 2-23-138-1,"Read, working out at home, keeping myself busy","read, workout, self-improvement"
1413,Hollenbeck 2-20-146-2,,
1414,Southeast 2-20-144-1,Hygiene,hygiene
1415,Southwest 2-23-119-1,Spend Time at the gym working out,workout
1416,Newton 1-17-258-1,,
1417,Southwest 2-23-89-1,,
1418,Northeast-20-228-2,Christian in-patient rehab,rehab
1419,Southwest 2-23-104-1,,
1420,Hollenbeck 1-20-191-2,"Yes, program",yes
1421,Hollenbeck 2-20-160-2,Fitness class,workout
1422,Newton 1-17-246-1,,
1423,Southeast 2-20-143-1,Hygiene,
1424,Southwest 2-23-107-1,Self empowerment and self awareness,
1425,Hollenbeck 1-20-193-2,Male workshop and YES program,
1426,Hollenbeck 1-20-116-2,,
1427,Hollenbeck 1-20-201-2,YES program,
1428,Hollenbeck 1-20-208-2,,
1429,Foothill-14-393-1,Anger management,
1430,Foothill-14-419-1,,
1431,77th 1-16-115-1,,
1432,FGSEARE-0-67-2,,
1433,Northeast-20-123-2,,
1434,Southwest 2-23-48-2,,
1435,Southwest 2-23-93-1,I go to my program on recreational days,
1436,Northeast-20-274-2,,
1437,Southwest 2-23-75-1,,
1438,Southwest 2-23-83-1,,
1439,Southwest 1-15-316-2,,
1440,BVCB-0-158-3,,
1441,Southwest 2-23-97-1,Boxing at the gym,
1442,Rampart 1-12-564-1,Job Readiness,
1443,Southwest 2-23-91-2,,
1444,Northeast-20-243-2,Church,
1445,Northeast-20-300-2,,
1446,Southwest 1-15-304-3,"Church, work out, studying",
1447,Northeast-20-296-2,,
1448,Hollenbeck 2-20-175-2,,
1449,BVCB-0-129-2,Stay out of trouble,
1450,Newton 1-17-253-1,,
1451,Southeast 1-22-126-1,,
1452,Northeast-20-310-1,Volunteer at church,
1453,Newton 2-23-256-1,Volunteers of America workshops,
1454,Southwest 2-23-65-2,,
1455,Northeast-20-306-1,Skating,
1456,Newton 1-17-255-1,,
1457,Northeast-20-308-1,Skating,
1458,Newton 2-23-237-1,Participates in workshops,
1459,Southeast 1-22-122-1,Volunteer work at park,
1460,Southwest 2-23-100-1,Attending my GRYD program,
1461,Devonshire-Topanga-11-7-2,,
1462,Valley-92-39-1,,
1463,Foothill-14-402-1,,
1464,Devonshire-Topanga-11-103-1,Stay away from truble [sic] and stop kicking it at the park,
1465,Olympic-12-159-2,Job readiness courses,
1466,Southwest 2-23-31-3,,
1467,Newton 2-23-257-1,Anger Management-VOALA,
1468,Southwest 2-23-30-3,"Controlling my attitude, excercising more, learning to manage my time an stop procrastinating",
1469,Southeast 3-10-160-1,Park and recreation,
1470,Southeast 3-10-90-2,"Volunteer, Basketball",
1471,Southeast 3-10-127-1,"Basketball, Church, Volunteer",
1472,Southwest 2-23-125-1,Attends GRYD program,
1473,Southwest 1-15-355-2,,
1474,Newton 2-23-156-1,Stop's by the office and speaks to VOAL team,
1475,Newton 2-23-181-1,VOALA-activities workshop,
1476,Northeast-20-259-2,Gym,
1477,Northeast-20-211-2,Community Service,
1478,Southwest 1-15-342-1,,
1479,Newton 2-23-266-1,Anger management workshop,
1480,Northeast-20-118-2,,
1481,Mission-14-255-1,,
1482,Hollenbeck 1-20-43-4,Yes program,
1483,Mission-14-256-1,,
1484,Northeast-20-10-3,,
1485,Northeast-20-298-2,Help a church,
1486,Northeast-20-138-3,,
1487,Hollenbeck 2-20-110-2,,
1488,Newton 2-23-138-1,Client spends time playing basketball in the gym,
1489,Newton 2-23-139-1,Go out with family to functions.,
1490,Valley-92-49-1,Basketball,
1491,Olympic-12-164-2,,
1492,Northeast-20-287-2,,
1493,Mission-14-216-2,Community engagement,
1494,Newton 2-23-135-1,Client devotes to church,
1495,Northeast-20-304-2,,
1496,Northeast-20-18-3,,
1497,Northeast-20-130-3,,
1498,Hollenbeck 1-20-78-3,,
1499,Hollenbeck 2-20-30-3,,
1500,Newton 2-23-130-1,"Workshops, outings, events, hanging out in the program",
1501,Southwest 2-23-53-2,,
1502,Newton 2-23-245-1,Substance abuase workshops,
1503,FGSEARE-0-86-1,,
1504,Valley-92-43-1,GRYD,
1505,Hollenbeck 1-20-158-2,"Yes, basketball",
1506,Southwest 2-23-101-1,,
1507,Southeast 3-10-88-1,"Parks & Rec, Volunteer",
1508,Hollenbeck 2-20-145-2,,
1509,Newton 2-23-151-1,VOALA activities,
1510,Newton 2-23-204-1,Active in church bible studies,
1511,Southwest 2-23-61-2,,
1512,Foothill-14-401-1,,
1513,Foothill-14-400-1,,
1514,Southwest 2-23-34-2,,
1515,Southwest 1-15-350-2,Security guard at 7/11 stores,
1516,Newton 2-23-141-1,Participates in GRYD outings also uses computer at program,
1517,Olympic-12-162-2,Involved in school self-esteem classes,
1518,Hollenbeck 1-20-222-1,Religious activities,
1519,Newton 1-17-145-1,,
1520,Southeast 2-20-107-2,Hygiene,
1521,Newton 2-23-272-1,Client comes to program twice a week to self improve,
1522,Harbor-21-210-1,,
1523,Olympic-12-181-1,,
1524,Newton 2-23-263-1,Drug classes at VOA,
1525,Southeast 2-20-145-1,Hygiene,
1526,Southeast 1-22-106-2,,
1527,Newton 1-17-215-2,,
1528,Valley-92-50-1,GRYD,
1529,Northeast-20-306-1,,
1530,Valley-92-46-1,GRYD,
1531,Southwest 1-15-352-2,,
1532,Hollenbeck 2-20-154-2,,
1533,Southeast 2-20-160-1,Hygiene,
1534,Southwest 1-15-334-2,,
1535,Northeast-20-297-2,,
1536,Hollenbeck 2-20-180-2,Studio with GRYD,
1537,Valley-92-45-1,GRYD,
1538,Southwest 1-15-336-2,Job search,
1539,Northeast-20-302-2,,
1540,Hollenbeck 1-20-86-3,,
1541,Southeast 1-22-131-1,,
1542,Southwest 1-15-370-2,After school program,
1543,Southwest 2-23-124-1,Going to events and activities at my program,
1544,Newton 1-17-264-1,,
1545,SSSEARE-0-103-1,,
1546,77th 1-16-74-1,GRYD,
1547,Southwest 2-23-76-1,,
1548,Newton 2-23-132-1,Client volunteers at VOALA (GRYD) program.,
1549,Southeast 2-20-175-2,Hygiene,
1550,Southwest 1-15-346-2,Work out,
1551,Southwest 2-23-118-1,I volunteer at community events,
1552,Southwest 2-23-81-1,,
1553,Southwest 1-15-347-2,"Reading, working out",
1554,Pacific-18-232-2,"Life skills, one on one counseling, therapy",
1555,Southwest 1-15-269-1,Apartment search,
1556,Newton 1-17-159-2,,
1557,77th 1-16-83-1,[mentor name],
1558,SSSEARE-0-97-1,,
1559,Newton 2-23-126-1,Outings with VOALA and basketball at the GRYD program,
1560,Newton 1-17-267-1,,
1561,Southwest 2-23-112-1,,
1562,Southwest 1-15-353-2,Workout,
1563,Newton 1-17-269-1,,
1564,77th 2-13-1437-1,,
1565,Southeast 2-20-178-2,Hygiene,
1566,Southwest 1-15-354-2,,
1567,Southwest 1-15-349-2,Exercising/walking,
1568,Rampart 1-12-527-2,Job readiness,
1569,77th 2-13-1439-1,,
1570,Hollenbeck 1-20-182-2,YES,
1571,Southwest 2-23-102-1,,
1572,Southwest 2-23-98-1,Go to my program and do parenting,
1573,Hollenbeck 1-20-122-3,YES program,
1574,Southeast 2-20-226-1,Hygiene,
1575,Southwest 1-15-301-2,,
1576,Hollenbeck 2-20-149-2,,
1577,Hollenbeck 1-20-151-2,,
1578,Newton 2-23-183-1,Outing with Volunteers of America,
1579,77th 1-16-91-1,,
1580,77th 1-16-84-1,GRYD,
1581,Newton 2-23-86-2,VOALA outings/High school sports,
1582,Southeast 2-20-129-2,Hygiene,
1583,Southeast 2-20-227-1,Hygiene,
1584,Southeast 2-20-225-1,Hygiene,
1585,Newton 2-23-185-1,Client is active in many church activities and goes to the gym,
1586,Southwest 1-15-359-2,,
1587,77th 2-13-1393-1,"Football, Church, Volunteer",
1588,77th 2-13-1399-1,"Football, Church, Volunteer",
1589,Northeast-20-206-3,,
1590,77th 2-13-1392-1,"Church, Volunteer, Football",
1591,Southeast 3-10-173-1,"Football, Volunteer, Church",
1592,Newton 2-23-249-1,GRYD,
1593,Southeast 3-10-170-1,"Football, Church, Volunteer",
1594,Southeast 3-10-169-1,"Volunteer, football, Church",
1595,Southeast 3-10-167-1,"Football, Church, Volunteer",
1596,Southeast 3-10-172-1,"Football, Church, Volunteer",
1597,Southwest 1-15-357-2,,
1598,Valley-92-52-1,,
1599,Hollenbeck 1-20-161-2,YES / GRYD,
1600,Southeast 3-10-171-1,"Church, Volunteer, Football",
1601,77th 2-13-1391-1,"Volunteer, Church, Parks & Rec",
1602,77th 2-13-1396-1,"Football, Volunteer, Church",
1603,Hollenbeck 2-20-70-3,Basketball,
1604,Northeast-20-322-1,Christian rehab,
1605,77th 2-13-1398-1,"Reading, Church, Volunteer",
1606,Valley-92-53-1,GRYD,
1607,77th 2-13-1395-1,"Volunteer, Church",
1608,77th 2-13-1397-1,"Football, Church, Volunteer",
1609,Newton 1-17-257-1,,
1610,Southwest 1-15-356-2,Comes to the teen club,
1611,Hollenbeck 1-20-140-2,Soccer practice,
1612,Southwest 2-23-92-1,Sports,
1613,Newton 1-17-274-1,,
1614,Southwest 2-23-126-1,I go to my program GRYD.,
1615,Hollenbeck 1-20-139-2,,
1616,Southwest 2-23-115-1,I go to my program for different activities and I workout,
1617,Newton 1-17-265-1,,
1618,Valley-92-51-1,,
1619,Southwest 1-15-365-2,,
1620,Southeast 2-20-221-1,,
1621,Foothill-14-378-1,,
1622,Newton 1-17-62-2,Fishing,
1623,Southeast 2-20-176-2,Hygiene,
1624,77th 1-16-92-1,Lifeskills,
1625,Newton 1-17-275-1,Playing basketball,
1626,Southeast 2-20-174-2,Hygiene,
1627,CPHBRE-0-109-1,Therapy. music class,
1628,Newton 1-17-271-1,Working out,
1629,Newton 1-17-233-1,,
1630,Southwest 1-15-364-2,,
1631,Southwest 2-23-77-2,,
1632,Foothill-14-430-1,"Soccer, boxing, volleyball, leadership and student body council",
1633,Foothill-14-431-1,,
1634,Southwest 1-15-366-2,Workout,
1635,Southwest 2-23-122-1,,
1636,Southwest 1-15-348-3,,
1637,Southwest 1-15-358-2,Working out,
1638,Southeast 3-10-138-2,,
1639,Southeast 2-20-246-1,Hygiene,
1640,Newton 2-23-216-1,"Recreational activities, VOALA outings and workshops",
1641,Newton 2-23-278-1,Gryd Program,
1642,Pacific-18-245-1,"Counseling, life skills",
1643,Olympic-12-165-1,,
1644,Newton 2-23-215-1,"Workshops, outings, job readiness orientations",
1645,Newton 1-17-117-2,,
1646,Northeast-20-270-2,,
1647,Foothill-14-434-1,,
1648,77th 2-13-1448-1,,
1649,77th 2-13-1447-1,Cosmetology volunteer,
1650,Southwest 2-23-172-1,Playing sports and video games,
1651,Harbor-21-211-1,,
1652,Southwest 2-23-174-1,"Reading, surfing web",
1653,Devonshire-Topanga-11-101-1,"Think about my life, talk to my school friends",
1654,Southwest 2-23-176-1,,
1655,Northeast-20-292-1,Volunteer work,
1656,Southwest 1-15-305-2,Working out,
1657,Southwest 2-23-182-1,Playing basketball and reading books,
1658,Southwest 2-23-179-1,"Daily walking, working out to lose weight",
1659,Southeast 2-20-216-1,Hygiene,
1660,Foothill-14-314-1,,
1661,77th 2-13-1449-1,,
1662,Newton 2-23-167-1,GRYD program--life skills,
1663,Hollenbeck 1-20-186-2,,
1664,Rampart 1-12-391-2,GRYD program,
1665,Foothill-14-375-1,,
1666,77th 1-16-94-1,Gang reduction youth development with [mentor name],
1667,77th 1-16-95-1,,
1668,Southwest 1-15-308-3,Employment search,
1669,Foothill-14-436-1,,
1670,SSSEARE-0-98-1,,
1671,Southwest 1-15-338-2,Basketball,
1672,Foothill-14-377-1,,
1673,Northeast-20-278-2,,
1674,Foothill-14-437-1,,
1675,Northeast-20-283-2,,
1676,Newton 2-23-236-1,Workshops as well community service,
1677,Newton 2-23-217-1,Client stated he has a membership at a gym,
1678,BVCB-0-192-5,Staying focused,
1679,Harbor-21-213-1,,
1680,Southeast 2-20-214-1,Hygiene,
1681,Southwest 1-15-337-2,,
1682,Hollenbeck 1-20-184-2,YES & LIFE workshop,
1683,Harbor-21-212-1,,
1684,Foothill-14-428-1,,
1685,Southwest 2-23-113-1,I go to Volunteers of America program.,
1686,Valley-92-33-1,Looking for employment. spending time with family,
1687,Southwest 2-23-161-1,I go to my program (GRYD).,
1688,Southeast 3-10-193-1,Basketball practice,
1689,Hollenbeck 2-20-171-2,,
1690,FGSEARE-0-87-1,,
1691,Southwest 2-23-184-1,,
1692,Newton 2-23-198-1,Participates in GRYD program,
1693,Newton 1-17-268-1,,
1694,Foothill-14-438-1,Youth group,
1695,Hollenbeck 2-20-158-3,Friends at church and meeting with CM,
1696,Southwest 2-23-167-1,,
1697,Southwest 1-15-374-2,,
1698,Southwest 2-23-185-1,Reading and studying,
1699,Newton 1-17-251-1,,
1700,Southwest 2-23-103-1,Go to my program and do different activities,
1701,Southwest 2-23-154-1,,
1702,Hollenbeck 1-20-150-2,,
1703,Foothill-14-388-1,,
1704,Newton 1-17-250-1,,
1705,Southwest 2-23-162-1,,
1706,Southwest 2-23-143-2,I go to my GRYD program,
1707,Northeast-20-284-2,Life skills classes,
1708,Southwest 2-23-160-1,Reading. hobbbies. yoga,
1709,Southwest 2-23-128-2,"Going to the library, going to the park meditation",
1710,Southeast 3-10-197-1,,
1711,Foothill-14-389-1,Teaching myself how to draw,
1712,Northeast-20-325-1,Life[illeg]/Faith based [illeg],
1713,Southwest 2-23-183-1,"Gym, working out",
1714,Southeast 3-10-190-1,,
1715,Northeast-20-296-2,,
1716,FGSEARE-0-84-1,,
1717,77th 3-20-288-1,"""does not do self-improvement activities""",
1718,Southwest 2-23-114-1,,
1719,Southwest 2-23-164-1,,
1720,Valley-92-54-1,GRYD,
1721,Newton 1-17-156-1,,
1722,Southwest 2-23-192-1,,
1723,Southwest 2-23-177-1,Basketball,
1724,Newton 2-23-92-2,Client stated he likes to play basketball,
1725,Newton 1-17-234-2,,
1726,Newton 1-17-232-1,,
1727,Northeast-20-286-2,,
1728,Olympic-12-138-2,Community service,
1729,Northeast-20-303-1,,
1730,Newton 1-17-231-1,,
1731,Newton 1-17-243-2,,
1732,Foothill-14-380-1,,
1733,CPHBRE-0-110-1,,
1734,Foothill-14-440-1,,
1735,Northeast-20-271-2,,
1736,Mission-14-325-1,Sports/volunteer work,
1737,FGSEARE-0-89-1,,
1738,Newton 2-23-175-1,Community events,
1739,Northeast-20-10-3,,
1740,Southwest 2-23-156-1,"Read books, do homework",
1741,Mission-14-316-1,MMA Training,
1742,Northeast-20-130-3,,
1743,Mission-14-322-1,,
1744,Southwest 2-23-138-1,"Go hiking, go to my program job, in the evening.",
1745,Foothill-14-433-2,Church,
1746,Mission-14-321-1,,
1747,Southwest 2-23-181-1,,
1748,Northeast-20-18-3,,
1749,Southwest 2-23-35-3,,
1750,Hollenbeck 2-20-131-2,,
1751,Hollenbeck 1-20-204-2,Y.E.S.,
1752,Southwest 2-23-166-1,,
1753,Southeast 2-20-213-2,Hygine,
1754,Southwest 2-23-175-1,,
1755,Southwest 2-23-90-2,Client loves yoga,
1756,Northeast-20-305-1,,
1757,Newton 2-23-274-1,Client participates in the weekly workshops Anger Manage Substance Abuse,
1758,Hollywood-12-71-1,"Job readiness, self-improvement workshop",
1759,Southeast 2-20-212-2,Hygine,
1760,Southwest 2-23-139-1,"Going to my program, read books, work out.",
1761,Northeast-20-231-2,Fitness/sports,
1762,Northeast-20-156-3,,
1763,77th 1-16-100-1,[mentor name],
1764,Mission-14-326-1,Attending church,
1765,77th 1-16-110-1,,
1766,Newton 1-17-56-2,,
1767,Mission-14-328-1,Church,
1768,Devonshire-Topanga-11-152-1,,
1769,Newton 1-17-227-1,,
1770,Southwest 2-23-178-1,I go to my program and  I go to workout.,
1771,Foothill-14-451-1,Coaching Soccer Team,
1772,Newton 1-17-225-1,,
1773,Foothill-14-310-2,Volunteer work,
1774,Newton 1-17-230-1,,
1775,Southwest 2-23-168-1,Client helped with workshops,
1776,Newton 2-23-277-1,Substance Abuse & Anger Management workshops,
1777,Harbor-21-214-1,,
1778,Northeast-20-275-4,Reading,
1779,Hollenbeck 1-20-147-2,Basketball,
1780,Northeast-20-294-2,L.I.F.E. group/volunteer at church,
1781,Northeast-20-276-2,Reading,
1782,Northeast-20-268-2,,
1783,Mission-14-327-1,Job readiness w/ CM,
1784,Southeast 2-20-106-2,hygiene,
1785,77th 1-16-96-1,Mentor,
1786,Harbor-21-215-1,Church service,
1787,Newton 2-23-276-1,Client participates in work shops and events,
1788,Newton 1-17-242-2,,
1789,77th 1-16-112-1,Like skills-GRYD,
1790,Foothill-14-449-1,,
1791,Southeast 1-22-118-2,After school coach,
1792,Mission-14-317-1,Work w/ neighbor,
1793,Southeast 2-20-220-1,hygiene,
1794,Pacific-18-130-1,"Anger, how to deal with things better",
1795,Valley-92-35-1,GRYD,
1796,Southwest 2-23-169-1,I go to my VOALA program,
1797,Newton 2-23-235-1,Client likes to play basketball,
1798,77th 1-16-99-1,,
1799,Hollenbeck 1-20-199-3,GRYD lifeskills,
1800,Harbor-21-196-1,,
1801,Hollenbeck 1-20-115-3,,
1802,77th 1-16-111-1,,
1803,Harbor-21-184-2,,
1804,Rampart 1-12-529-1,,
1805,Newton 1-17-226-1,Playing basketball,
1806,Southwest 2-23-129-1,"I go to my program, and to activities",
1807,Foothill-14-455-1,Christian church,
1808,Southeast 3-10-175-2,Church activities,
1809,Hollenbeck 1-20-80-3,,
1810,Harbor-21-194-1,,
1811,Foothill-14-463-1,,
1812,Harbor-21-181-1,,
1813,Rampart 1-12-578-1,Job readiness,
1814,Foothill-14-175-2,,
1815,77th 1-16-114-1,,
1816,Rampart 1-12-560-2,Job readiness,
1817,Devonshire-Topanga-11-160-1,,
1818,Harbor-21-169-2,,
1819,Southwest 1-15-350-2,Clients meets with CIW for mentoring,
1820,Devonshire-Topanga-11-162-1,,
1821,Foothill-14-456-1,Didn't share,
1822,Harbor-21-198-1,GRYD,
1823,Newton 2-23-200-2,"VOALA/GRYD, Girl's Empowerment Group",
1824,Southwest 2-23-67-3,Reading and exercising,
1825,Newton 2-23-279-1,"Workshops, outings",
1826,Hollenbeck 2-20-50-3,"Sports, music",
1827,Harbor-21-175-1,GRYD,
1828,77th 1-16-113-1,,
1829,Newton 2-23-218-1,Client started she invest time in the (GYM).,
1830,Harbor-21-167-2,,
1831,Harbor-21-160-2,Church,
1832,Devonshire-Topanga-11-158-1,Mentorship from my CIW and case manager,
1833,Harbor-21-189-2,GRYD,
1834,Rampart 1-12-579-1,Job readiness,
1835,Southwest 1-15-347-2,,
1836,Devonshire-Topanga-11-154-1,,
1837,Newton 2-23-227-1,Workshops or tutoring,
1838,Southwest 1-15-346-2,,
1839,Southwest 2-23-189-1,I go to my program as much as I can,
1840,Rampart 1-12-481-2,GRYD program,
1841,Harbor-21-168-2,,
1842,Southwest 1-15-314-2,Workout,
